vehicle_id,mode,time_s,x_m,y_m,speed_mps
25,three_wheeler,385.79,6.13,0.76,6.13
100,car,386.09,0.0,5.28,11.51
32,two_wheeler,386.4,25.82,6.03,12.91
179,three_wheeler,386.66,123.91,6.51,7.74
25,three_wheeler,386.79,12.25,0.76,6.13
100,car,387.09,11.51,5.28,11.51
32,two_wheeler,387.4,38.72,6.03,12.91
179,three_wheeler,387.66,131.65,6.51,7.74
25,three_wheeler,387.79,18.38,0.76,6.13
100,car,388.09,23.01,5.28,11.51
32,two_wheeler,388.4,51.63,6.03,12.91
179,three_wheeler,388.66,139.4,6.51,7.74
25,three_wheeler,388.79,24.51,0.76,6.13
100,car,389.09,34.52,5.28,11.51
32,two_wheeler,389.4,64.54,6.03,12.91
179,three_wheeler,389.66,147.14,6.51,7.74
25,three_wheeler,389.79,30.64,0.76,6.13
100,car,390.09,46.02,5.28,11.51
32,two_wheeler,390.4,77.45,6.03,12.91
179,three_wheeler,390.66,154.89,6.51,7.74
25,three_wheeler,390.79,36.76,0.76,6.13
100,car,391.09,57.53,5.28,11.51
32,two_wheeler,391.4,90.36,6.03,12.91
179,three_wheeler,391.66,162.63,6.51,7.74
25,three_wheeler,391.79,42.89,0.76,6.13
100,car,392.09,69.03,5.28,11.51
32,two_wheeler,392.4,103.26,6.03,12.91
179,three_wheeler,392.66,170.38,6.51,7.74
25,three_wheeler,392.79,49.02,0.76,6.13
100,car,393.09,80.54,5.28,11.51
32,two_wheeler,393.4,116.17,6.03,12.91
179,three_wheeler,393.66,178.12,6.51,7.74
25,three_wheeler,393.79,55.14,0.76,6.13
100,car,394.09,92.04,5.28,11.51
32,two_wheeler,394.4,129.08,6.03,12.91
179,three_wheeler,394.66,185.86,6.51,7.74
25,three_wheeler,394.79,61.27,0.76,6.13
100,car,395.09,103.55,5.28,11.51
32,two_wheeler,395.4,141.99,6.03,12.91
179,three_wheeler,395.66,193.61,6.51,7.74
25,three_wheeler,395.79,67.4,0.76,6.13
100,car,396.09,115.05,5.28,11.51
32,two_wheeler,396.4,154.9,6.03,12.91
25,three_wheeler,396.79,73.53,0.76,6.13
100,car,397.09,126.56,5.28,11.51
32,two_wheeler,397.4,167.81,6.03,12.91
25,three_wheeler,397.79,79.65,0.76,6.13
100,car,398.09,138.06,5.28,11.51
32,two_wheeler,398.4,180.71,6.03,12.91
25,three_wheeler,398.79,85.78,0.76,6.13
100,car,399.09,149.57,5.28,11.51
32,two_wheeler,399.4,193.62,6.03,12.91
25,three_wheeler,399.79,91.91,0.76,6.13
100,car,400.09,161.07,5.28,11.51
25,three_wheeler,400.79,98.03,0.76,6.13
100,car,401.09,172.58,5.28,11.51
25,three_wheeler,401.79,104.16,0.76,6.13
100,car,402.09,184.08,5.28,11.51
25,three_wheeler,402.79,110.29,0.76,6.13
100,car,403.09,195.59,5.28,11.51
25,three_wheeler,403.79,116.41,0.76,6.13
25,three_wheeler,404.79,122.54,0.76,6.13
25,three_wheeler,405.79,128.67,0.76,6.13
25,three_wheeler,406.79,134.8,0.76,6.13
25,three_wheeler,407.79,140.92,0.76,6.13
25,three_wheeler,408.79,147.05,0.76,6.13
25,three_wheeler,409.79,153.18,0.76,6.13
25,three_wheeler,410.79,159.3,0.76,6.13
25,three_wheeler,411.79,165.43,0.76,6.13
25,three_wheeler,412.79,171.56,0.76,6.13
25,three_wheeler,413.79,177.69,0.76,6.13
152,two_wheeler,414.7,0.0,2.55,9.24
25,three_wheeler,414.79,183.81,0.76,6.13
152,two_wheeler,415.7,9.24,2.55,9.24
25,three_wheeler,415.79,189.94,0.76,6.13
152,two_wheeler,416.7,18.48,2.55,9.24
25,three_wheeler,416.79,196.07,0.76,6.13
152,two_wheeler,417.7,27.71,2.55,9.24
152,two_wheeler,418.7,36.95,2.55,9.24
152,two_wheeler,419.7,46.19,2.55,9.24
152,two_wheeler,420.7,55.43,2.55,9.24
152,two_wheeler,421.7,64.67,2.55,9.24
115,two_wheeler,421.79,0.0,0.83,8.34
132,car,421.82,0.0,1.91,9.49
152,two_wheeler,422.7,73.9,2.55,9.24
115,two_wheeler,422.79,8.34,0.83,8.34
132,car,422.82,9.49,1.91,9.49
152,two_wheeler,423.7,83.14,2.55,9.24
115,two_wheeler,423.79,16.68,0.83,8.34
132,car,423.82,18.98,1.91,9.49
152,two_wheeler,424.7,92.38,2.55,9.24
115,two_wheeler,424.79,25.01,0.83,8.34
132,car,424.82,28.47,1.91,9.49
23,car,424.99,0.0,4.99,7.72
152,two_wheeler,425.7,101.62,2.55,9.24
115,two_wheeler,425.79,33.35,0.83,8.34
132,car,425.82,37.96,1.91,9.49
23,car,425.99,7.72,4.99,7.72
86,three_wheeler,426.12,0.0,3.04,6.87
152,two_wheeler,426.7,110.86,2.55,9.24
115,two_wheeler,426.79,41.69,0.83,8.34
132,car,426.82,47.44,1.91,9.49
23,car,426.99,15.44,4.99,7.72
86,three_wheeler,427.12,6.87,3.04,6.87
152,two_wheeler,427.7,120.09,2.55,9.24
115,two_wheeler,427.79,50.03,0.83,8.34
132,car,427.82,56.93,1.91,9.49
23,car,427.99,23.15,4.99,7.72
86,three_wheeler,428.12,13.73,3.04,6.87
152,two_wheeler,428.7,129.33,2.55,9.24
115,two_wheeler,428.79,58.36,0.83,8.34
132,car,428.82,66.42,1.91,9.49
23,car,428.99,30.87,4.99,7.72
86,three_wheeler,429.12,20.6,3.04,6.87
152,two_wheeler,429.7,138.57,2.55,9.24
115,two_wheeler,429.79,66.7,0.83,8.34
132,car,429.82,75.91,1.91,9.49
23,car,429.99,38.59,4.99,7.72
86,three_wheeler,430.12,27.46,3.04,6.87
152,two_wheeler,430.7,147.81,2.55,9.24
115,two_wheeler,430.79,75.04,0.83,8.34
132,car,430.82,85.4,1.91,9.49
23,car,430.99,46.31,4.99,7.72
86,three_wheeler,431.12,34.33,3.04,6.87
152,two_wheeler,431.7,157.05,2.55,9.24
115,two_wheeler,431.79,83.38,0.83,8.34
132,car,431.82,94.89,1.91,9.49
23,car,431.99,54.02,4.99,7.72
86,three_wheeler,432.12,41.2,3.04,6.87
152,two_wheeler,432.7,166.28,2.55,9.24
115,two_wheeler,432.79,91.72,0.83,8.34
132,car,432.82,104.38,1.91,9.49
23,car,432.99,61.74,4.99,7.72
86,three_wheeler,433.12,48.06,3.04,6.87
152,two_wheeler,433.7,175.52,2.55,9.24
115,two_wheeler,433.79,100.05,0.83,8.34
132,car,433.82,113.87,1.91,9.49
23,car,433.99,69.46,4.99,7.72
86,three_wheeler,434.12,54.93,3.04,6.87
152,two_wheeler,434.7,184.76,2.55,9.24
115,two_wheeler,434.79,108.39,0.83,8.34
132,car,434.82,123.36,1.91,9.49
23,car,434.99,77.18,4.99,7.72
86,three_wheeler,435.12,61.79,3.04,6.87
152,two_wheeler,435.7,194.0,2.55,9.24
115,two_wheeler,435.79,116.73,0.83,8.34
132,car,435.82,132.84,1.91,9.49
23,car,435.99,84.89,4.99,7.72
86,three_wheeler,436.12,68.66,3.04,6.87
115,two_wheeler,436.79,125.07,0.83,8.34
132,car,436.82,142.33,1.91,9.49
23,car,436.99,92.61,4.99,7.72
86,three_wheeler,437.12,75.53,3.04,6.87
115,two_wheeler,437.79,133.41,0.83,8.34
132,car,437.82,151.82,1.91,9.49
23,car,437.99,100.33,4.99,7.72
86,three_wheeler,438.12,82.39,3.04,6.87
115,two_wheeler,438.79,141.74,0.83,8.34
132,car,438.82,161.31,1.91,9.49
23,car,438.99,108.05,4.99,7.72
86,three_wheeler,439.12,89.26,3.04,6.87
115,two_wheeler,439.79,150.08,0.83,8.34
132,car,439.82,170.8,1.91,9.49
23,car,439.99,115.76,4.99,7.72
86,three_wheeler,440.12,96.12,3.04,6.87
39,two_wheeler,440.51,0.0,1.69,13.91
115,two_wheeler,440.79,158.42,0.83,8.34
132,car,440.82,180.29,1.91,9.49
23,car,440.99,123.48,4.99,7.72
86,three_wheeler,441.12,102.99,3.04,6.87
39,two_wheeler,441.51,13.91,1.69,13.91
115,two_wheeler,441.79,166.76,0.83,8.34
132,car,441.82,189.78,1.91,9.49
23,car,441.99,131.2,4.99,7.72
86,three_wheeler,442.12,109.86,3.04,6.87
39,two_wheeler,442.51,27.83,1.69,13.91
115,two_wheeler,442.79,175.09,0.83,8.34
132,car,442.82,199.27,1.91,9.49
23,car,442.99,138.92,4.99,7.72
86,three_wheeler,443.12,116.72,3.04,6.87
59,three_wheeler,443.27,0.0,5.06,6.98
39,two_wheeler,443.51,41.74,1.69,13.91
115,two_wheeler,443.79,183.43,0.83,8.34
23,car,443.99,146.63,4.99,7.72
86,three_wheeler,444.12,123.59,3.04,6.87
59,three_wheeler,444.27,6.98,5.06,6.98
39,two_wheeler,444.51,55.66,1.69,13.91
115,two_wheeler,444.79,191.77,0.83,8.34
23,car,444.99,154.35,4.99,7.72
86,three_wheeler,445.12,130.45,3.04,6.87
59,three_wheeler,445.27,13.95,5.06,6.98
39,two_wheeler,445.51,69.57,1.69,13.91
11,two_wheeler,445.66,0.0,6.37,8.21
23,car,445.99,162.07,4.99,7.72
86,three_wheeler,446.12,137.32,3.04,6.87
59,three_wheeler,446.27,20.93,5.06,6.98
39,two_wheeler,446.51,83.48,1.69,13.91
11,two_wheeler,446.66,8.21,6.37,8.21
23,car,446.99,169.79,4.99,7.72
86,three_wheeler,447.12,144.19,3.04,6.87
59,three_wheeler,447.27,27.9,5.06,6.98
39,two_wheeler,447.51,97.4,1.69,13.91
11,two_wheeler,447.66,16.41,6.37,8.21
23,car,447.99,177.5,4.99,7.72
86,three_wheeler,448.12,151.05,3.04,6.87
59,three_wheeler,448.27,34.88,5.06,6.98
39,two_wheeler,448.51,111.31,1.69,13.91
163,car,448.6,0.0,3.76,7.52
11,two_wheeler,448.66,24.62,6.37,8.21
23,car,448.99,185.22,4.99,7.72
86,three_wheeler,449.12,157.92,3.04,6.87
59,three_wheeler,449.27,41.86,5.06,6.98
39,two_wheeler,449.51,125.23,1.69,13.91
163,car,449.6,7.52,3.76,7.52
11,two_wheeler,449.66,32.83,6.37,8.21
23,car,449.99,192.94,4.99,7.72
86,three_wheeler,450.12,164.78,3.04,6.87
59,three_wheeler,450.27,48.83,5.06,6.98
39,two_wheeler,450.51,139.14,1.69,13.91
163,car,450.6,15.04,3.76,7.52
11,two_wheeler,450.66,41.03,6.37,8.21
86,three_wheeler,451.12,171.65,3.04,6.87
59,three_wheeler,451.27,55.81,5.06,6.98
39,two_wheeler,451.51,153.05,1.69,13.91
163,car,451.6,22.56,3.76,7.52
11,two_wheeler,451.66,49.24,6.37,8.21
86,three_wheeler,452.12,178.52,3.04,6.87
59,three_wheeler,452.27,62.79,5.06,6.98
39,two_wheeler,452.51,166.97,1.69,13.91
163,car,452.6,30.09,3.76,7.52
11,two_wheeler,452.66,57.44,6.37,8.21
86,three_wheeler,453.12,185.38,3.04,6.87
59,three_wheeler,453.27,69.76,5.06,6.98
39,two_wheeler,453.51,180.88,1.69,13.91
163,car,453.6,37.61,3.76,7.52
11,two_wheeler,453.66,65.65,6.37,8.21
86,three_wheeler,454.12,192.25,3.04,6.87
59,three_wheeler,454.27,76.74,5.06,6.98
39,two_wheeler,454.51,194.79,1.69,13.91
163,car,454.6,45.13,3.76,7.52
11,two_wheeler,454.66,73.86,6.37,8.21
86,three_wheeler,455.12,199.11,3.04,6.87
59,three_wheeler,455.27,83.71,5.06,6.98
163,car,455.6,52.65,3.76,7.52
11,two_wheeler,455.66,82.06,6.37,8.21
59,three_wheeler,456.27,90.69,5.06,6.98
163,car,456.6,60.17,3.76,7.52
11,two_wheeler,456.66,90.27,6.37,8.21
59,three_wheeler,457.27,97.67,5.06,6.98
163,car,457.6,67.69,3.76,7.52
11,two_wheeler,457.66,98.48,6.37,8.21
59,three_wheeler,458.27,104.64,5.06,6.98
163,car,458.6,75.22,3.76,7.52
11,two_wheeler,458.66,106.68,6.37,8.21
59,three_wheeler,459.27,111.62,5.06,6.98
163,car,459.6,82.74,3.76,7.52
11,two_wheeler,459.66,114.89,6.37,8.21
33,two_wheeler,459.67,0.0,1.55,10.5
59,three_wheeler,460.27,118.6,5.06,6.98
163,car,460.6,90.26,3.76,7.52
11,two_wheeler,460.66,123.09,6.37,8.21
33,two_wheeler,460.67,10.5,1.55,10.5
59,three_wheeler,461.27,125.57,5.06,6.98
163,car,461.6,97.78,3.76,7.52
11,two_wheeler,461.66,131.3,6.37,8.21
33,two_wheeler,461.67,21.01,1.55,10.5
59,three_wheeler,462.27,132.55,5.06,6.98
163,car,462.6,105.3,3.76,7.52
11,two_wheeler,462.66,139.51,6.37,8.21
33,two_wheeler,462.67,31.51,1.55,10.5
59,three_wheeler,463.27,139.52,5.06,6.98
163,car,463.6,112.82,3.76,7.52
11,two_wheeler,463.66,147.71,6.37,8.21
33,two_wheeler,463.67,42.02,1.55,10.5
59,three_wheeler,464.27,146.5,5.06,6.98
163,car,464.6,120.34,3.76,7.52
11,two_wheeler,464.66,155.92,6.37,8.21
33,two_wheeler,464.67,52.52,1.55,10.5
59,three_wheeler,465.27,153.48,5.06,6.98
163,car,465.6,127.87,3.76,7.52
11,two_wheeler,465.66,164.13,6.37,8.21
33,two_wheeler,465.67,63.03,1.55,10.5
59,three_wheeler,466.27,160.45,5.06,6.98
163,car,466.6,135.39,3.76,7.52
11,two_wheeler,466.66,172.33,6.37,8.21
33,two_wheeler,466.67,73.53,1.55,10.5
59,three_wheeler,467.27,167.43,5.06,6.98
163,car,467.6,142.91,3.76,7.52
11,two_wheeler,467.66,180.54,6.37,8.21
33,two_wheeler,467.67,84.04,1.55,10.5
59,three_wheeler,468.27,174.41,5.06,6.98
163,car,468.6,150.43,3.76,7.52
11,two_wheeler,468.66,188.75,6.37,8.21
33,two_wheeler,468.67,94.54,1.55,10.5
59,three_wheeler,469.27,181.38,5.06,6.98
163,car,469.6,157.95,3.76,7.52
11,two_wheeler,469.66,196.95,6.37,8.21
33,two_wheeler,469.67,105.04,1.55,10.5
59,three_wheeler,470.27,188.36,5.06,6.98
163,car,470.6,165.47,3.76,7.52
33,two_wheeler,470.67,115.55,1.55,10.5
184,car,470.76,0.0,6.14,9.15
59,three_wheeler,471.27,195.33,5.06,6.98
163,car,471.6,172.99,3.76,7.52
33,two_wheeler,471.67,126.05,1.55,10.5
184,car,471.76,9.15,6.14,9.15
169,two_wheeler,472.06,0.0,6.88,10.46
5,two_wheeler,472.28,0.0,2.04,10.59
163,car,472.6,180.52,3.76,7.52
33,two_wheeler,472.67,136.56,1.55,10.5
184,car,472.76,18.31,6.14,9.15
169,two_wheeler,473.06,10.46,6.88,10.46
5,two_wheeler,473.28,10.59,2.04,10.59
163,car,473.6,188.04,3.76,7.52
33,two_wheeler,473.67,147.06,1.55,10.5
184,car,473.76,27.46,6.14,9.15
169,two_wheeler,474.06,20.92,6.88,10.46
5,two_wheeler,474.28,21.18,2.04,10.59
163,car,474.6,195.56,3.76,7.52
33,two_wheeler,474.67,157.57,1.55,10.5
184,car,474.76,36.61,6.14,9.15
169,two_wheeler,475.06,31.39,6.88,10.46
5,two_wheeler,475.28,31.78,2.04,10.59
33,two_wheeler,475.67,168.07,1.55,10.5
184,car,475.76,45.76,6.14,9.15
169,two_wheeler,476.06,41.85,6.88,10.46
5,two_wheeler,476.28,42.37,2.04,10.59
33,two_wheeler,476.67,178.58,1.55,10.5
184,car,476.76,54.92,6.14,9.15
169,two_wheeler,477.06,52.31,6.88,10.46
5,two_wheeler,477.28,52.96,2.04,10.59
33,two_wheeler,477.67,189.08,1.55,10.5
184,car,477.76,64.07,6.14,9.15
169,two_wheeler,478.06,62.77,6.88,10.46
76,two_wheeler,478.22,0.0,4.46,11.24
5,two_wheeler,478.28,63.55,2.04,10.59
33,two_wheeler,478.67,199.58,1.55,10.5
184,car,478.76,73.22,6.14,9.15
159,three_wheeler,478.9,0.0,3.13,6.54
169,two_wheeler,479.06,73.24,6.88,10.46
76,two_wheeler,479.22,11.24,4.46,11.24
5,two_wheeler,479.28,74.14,2.04,10.59
184,car,479.76,82.38,6.14,9.15
159,three_wheeler,479.9,6.54,3.13,6.54
169,two_wheeler,480.06,83.7,6.88,10.46
190,car,480.11,0.0,5.52,12.36
76,two_wheeler,480.22,22.49,4.46,11.24
5,two_wheeler,480.28,84.73,2.04,10.59
184,car,480.76,91.53,6.14,9.15
159,three_wheeler,480.9,13.07,3.13,6.54
169,two_wheeler,481.06,94.16,6.88,10.46
190,car,481.11,12.36,5.52,12.36
76,two_wheeler,481.22,33.73,4.46,11.24
5,two_wheeler,481.28,95.33,2.04,10.59
184,car,481.76,100.68,6.14,9.15
159,three_wheeler,481.9,19.61,3.13,6.54
169,two_wheeler,482.06,104.62,6.88,10.46
190,car,482.11,24.73,5.52,12.36
76,two_wheeler,482.22,44.98,4.46,11.24
5,two_wheeler,482.28,105.92,2.04,10.59
126,car,482.49,0.0,5.7,8.86
184,car,482.76,109.84,6.14,9.15
159,three_wheeler,482.9,26.14,3.13,6.54
169,two_wheeler,483.06,115.09,6.88,10.46
190,car,483.11,37.09,5.52,12.36
76,two_wheeler,483.22,56.22,4.46,11.24
5,two_wheeler,483.28,116.51,2.04,10.59
126,car,483.49,8.86,5.7,8.86
184,car,483.76,118.99,6.14,9.15
159,three_wheeler,483.9,32.68,3.13,6.54
169,two_wheeler,484.06,125.55,6.88,10.46
190,car,484.11,49.45,5.52,12.36
76,two_wheeler,484.22,67.46,4.46,11.24
5,two_wheeler,484.28,127.1,2.04,10.59
126,car,484.49,17.71,5.7,8.86
184,car,484.76,128.14,6.14,9.15
159,three_wheeler,484.9,39.22,3.13,6.54
169,two_wheeler,485.06,136.01,6.88,10.46
190,car,485.11,61.82,5.52,12.36
76,two_wheeler,485.22,78.71,4.46,11.24
5,two_wheeler,485.28,137.69,2.04,10.59
126,car,485.49,26.57,5.7,8.86
184,car,485.76,137.29,6.14,9.15
159,three_wheeler,485.9,45.75,3.13,6.54
169,two_wheeler,486.06,146.47,6.88,10.46
190,car,486.11,74.18,5.52,12.36
76,two_wheeler,486.22,89.95,4.46,11.24
5,two_wheeler,486.28,148.28,2.04,10.59
126,car,486.49,35.43,5.7,8.86
184,car,486.76,146.45,6.14,9.15
159,three_wheeler,486.9,52.29,3.13,6.54
169,two_wheeler,487.06,156.94,6.88,10.46
190,car,487.11,86.54,5.52,12.36
76,two_wheeler,487.22,101.19,4.46,11.24
5,two_wheeler,487.28,158.88,2.04,10.59
126,car,487.49,44.29,5.7,8.86
184,car,487.76,155.6,6.14,9.15
159,three_wheeler,487.9,58.82,3.13,6.54
169,two_wheeler,488.06,167.4,6.88,10.46
190,car,488.11,98.91,5.52,12.36
76,two_wheeler,488.22,112.44,4.46,11.24
5,two_wheeler,488.28,169.47,2.04,10.59
17,two_wheeler,488.43,0.0,5.62,8.85
196,car,488.45,0.0,2.42,8.51
126,car,488.49,53.14,5.7,8.86
184,car,488.76,164.75,6.14,9.15
159,three_wheeler,488.9,65.36,3.13,6.54
169,two_wheeler,489.06,177.86,6.88,10.46
190,car,489.11,111.27,5.52,12.36
76,two_wheeler,489.22,123.68,4.46,11.24
5,two_wheeler,489.28,180.06,2.04,10.59
17,two_wheeler,489.43,8.85,5.62,8.85
196,car,489.45,8.51,2.42,8.51
126,car,489.49,62.0,5.7,8.86
184,car,489.76,173.91,6.14,9.15
159,three_wheeler,489.9,71.89,3.13,6.54
169,two_wheeler,490.06,188.32,6.88,10.46
190,car,490.11,123.63,5.52,12.36
76,two_wheeler,490.22,134.93,4.46,11.24
5,two_wheeler,490.28,190.65,2.04,10.59
17,two_wheeler,490.43,17.69,5.62,8.85
196,car,490.45,17.02,2.42,8.51
126,car,490.49,70.86,5.7,8.86
184,car,490.76,183.06,6.14,9.15
159,three_wheeler,490.9,78.43,3.13,6.54
169,two_wheeler,491.06,198.79,6.88,10.46
190,car,491.11,136.0,5.52,12.36
76,two_wheeler,491.22,146.17,4.46,11.24
17,two_wheeler,491.43,26.54,5.62,8.85
196,car,491.45,25.53,2.42,8.51
126,car,491.49,79.71,5.7,8.86
184,car,491.76,192.21,6.14,9.15
159,three_wheeler,491.9,84.97,3.13,6.54
190,car,492.11,148.36,5.52,12.36
76,two_wheeler,492.22,157.41,4.46,11.24
17,two_wheeler,492.43,35.38,5.62,8.85
196,car,492.45,34.04,2.42,8.51
126,car,492.49,88.57,5.7,8.86
159,three_wheeler,492.9,91.5,3.13,6.54
190,car,493.11,160.72,5.52,12.36
76,two_wheeler,493.22,168.66,4.46,11.24
17,two_wheeler,493.43,44.23,5.62,8.85
196,car,493.45,42.55,2.42,8.51
126,car,493.49,97.43,5.7,8.86
159,three_wheeler,493.9,98.04,3.13,6.54
190,car,494.11,173.09,5.52,12.36
76,two_wheeler,494.22,179.9,4.46,11.24
17,two_wheeler,494.43,53.07,5.62,8.85
196,car,494.45,51.06,2.42,8.51
126,car,494.49,106.29,5.7,8.86
107,two_wheeler,494.58,0.0,6.21,10.65
159,three_wheeler,494.9,104.57,3.13,6.54
190,car,495.11,185.45,5.52,12.36
76,two_wheeler,495.22,191.14,4.46,11.24
17,two_wheeler,495.43,61.92,5.62,8.85
196,car,495.45,59.58,2.42,8.51
126,car,495.49,115.14,5.7,8.86
107,two_wheeler,495.58,10.65,6.21,10.65
159,three_wheeler,495.9,111.11,3.13,6.54
190,car,496.11,197.81,5.52,12.36
17,two_wheeler,496.43,70.76,5.62,8.85
196,car,496.45,68.09,2.42,8.51
126,car,496.49,124.0,5.7,8.86
107,two_wheeler,496.58,21.3,6.21,10.65
159,three_wheeler,496.9,117.65,3.13,6.54
17,two_wheeler,497.43,79.61,5.62,8.85
196,car,497.45,76.6,2.42,8.51
126,car,497.49,132.86,5.7,8.86
107,two_wheeler,497.58,31.95,6.21,10.65
159,three_wheeler,497.9,124.18,3.13,6.54
17,two_wheeler,498.43,88.46,5.62,8.85
196,car,498.45,85.11,2.42,8.51
120,two_wheeler,498.47,0.0,3.66,13.82
126,car,498.49,141.71,5.7,8.86
107,two_wheeler,498.58,42.6,6.21,10.65
159,three_wheeler,498.9,130.72,3.13,6.54
17,two_wheeler,499.43,97.3,5.62,8.85
196,car,499.45,93.62,2.42,8.51
120,two_wheeler,499.47,13.82,3.66,13.82
126,car,499.49,150.57,5.7,8.86
107,two_wheeler,499.58,53.25,6.21,10.65
134,bus,499.89,0.0,6.61,8.08
159,three_wheeler,499.9,137.25,3.13,6.54
17,two_wheeler,500.43,106.15,5.62,8.85
196,car,500.45,102.13,2.42,8.51
120,two_wheeler,500.47,27.63,3.66,13.82
126,car,500.49,159.43,5.7,8.86
107,two_wheeler,500.58,63.9,6.21,10.65
134,bus,500.89,8.08,6.61,8.08
159,three_wheeler,500.9,143.79,3.13,6.54
172,bus,501.09,0.0,1.96,7.29
17,two_wheeler,501.43,114.99,5.62,8.85
196,car,501.45,110.64,2.42,8.51
120,two_wheeler,501.47,41.45,3.66,13.82
126,car,501.49,168.29,5.7,8.86
107,two_wheeler,501.58,74.54,6.21,10.65
134,bus,501.89,16.15,6.61,8.08
159,three_wheeler,501.9,150.32,3.13,6.54
172,bus,502.09,7.29,1.96,7.29
17,two_wheeler,502.43,123.84,5.62,8.85
196,car,502.45,119.15,2.42,8.51
120,two_wheeler,502.47,55.26,3.66,13.82
126,car,502.49,177.14,5.7,8.86
107,two_wheeler,502.58,85.19,6.21,10.65
134,bus,502.89,24.23,6.61,8.08
159,three_wheeler,502.9,156.86,3.13,6.54
172,bus,503.09,14.57,1.96,7.29
17,two_wheeler,503.43,132.68,5.62,8.85
196,car,503.45,127.66,2.42,8.51
120,two_wheeler,503.47,69.08,3.66,13.82
126,car,503.49,186.0,5.7,8.86
107,two_wheeler,503.58,95.84,6.21,10.65
134,bus,503.89,32.3,6.61,8.08
159,three_wheeler,503.9,163.4,3.13,6.54
172,bus,504.09,21.86,1.96,7.29
17,two_wheeler,504.43,141.53,5.62,8.85
196,car,504.45,136.17,2.42,8.51
120,two_wheeler,504.47,82.89,3.66,13.82
126,car,504.49,194.86,5.7,8.86
107,two_wheeler,504.58,106.49,6.21,10.65
139,three_wheeler,504.84,0.0,2.82,10.38
134,bus,504.89,40.38,6.61,8.08
159,three_wheeler,504.9,169.93,3.13,6.54
172,bus,505.09,29.15,1.96,7.29
24,car,505.15,0.0,3.46,11.63
17,two_wheeler,505.43,150.37,5.62,8.85
196,car,505.45,144.68,2.42,8.51
120,two_wheeler,505.47,96.71,3.66,13.82
107,two_wheeler,505.58,117.14,6.21,10.65
139,three_wheeler,505.84,10.38,2.82,10.38
134,bus,505.89,48.46,6.61,8.08
159,three_wheeler,505.9,176.47,3.13,6.54
172,bus,506.09,36.43,1.96,7.29
24,car,506.15,11.63,3.46,11.63
17,two_wheeler,506.43,159.22,5.62,8.85
196,car,506.45,153.19,2.42,8.51
120,two_wheeler,506.47,110.53,3.66,13.82
107,two_wheeler,506.58,127.79,6.21,10.65
139,three_wheeler,506.84,20.77,2.82,10.38
134,bus,506.89,56.53,6.61,8.08
159,three_wheeler,506.9,183.0,3.13,6.54
172,bus,507.09,43.72,1.96,7.29
24,car,507.15,23.25,3.46,11.63
17,two_wheeler,507.43,168.07,5.62,8.85
196,car,507.45,161.71,2.42,8.51
120,two_wheeler,507.47,124.34,3.66,13.82
107,two_wheeler,507.58,138.44,6.21,10.65
139,three_wheeler,507.84,31.15,2.82,10.38
134,bus,507.89,64.61,6.61,8.08
159,three_wheeler,507.9,189.54,3.13,6.54
172,bus,508.09,51.01,1.96,7.29
24,car,508.15,34.88,3.46,11.63
17,two_wheeler,508.43,176.91,5.62,8.85
196,car,508.45,170.22,2.42,8.51
120,two_wheeler,508.47,138.16,3.66,13.82
107,two_wheeler,508.58,149.09,6.21,10.65
200,bus,508.62,0.0,6.46,7.79
139,three_wheeler,508.84,41.53,2.82,10.38
134,bus,508.89,72.68,6.61,8.08
159,three_wheeler,508.9,196.08,3.13,6.54
172,bus,509.09,58.29,1.96,7.29
24,car,509.15,46.5,3.46,11.63
17,two_wheeler,509.43,185.76,5.62,8.85
196,car,509.45,178.73,2.42,8.51
120,two_wheeler,509.47,151.97,3.66,13.82
107,two_wheeler,509.58,159.74,6.21,10.65
200,bus,509.62,7.79,6.46,7.79
139,three_wheeler,509.84,51.92,2.82,10.38
134,bus,509.89,80.76,6.61,8.08
172,bus,510.09,65.58,1.96,7.29
24,car,510.15,58.13,3.46,11.63
17,two_wheeler,510.43,194.6,5.62,8.85
196,car,510.45,187.24,2.42,8.51
120,two_wheeler,510.47,165.79,3.66,13.82
107,two_wheeler,510.58,170.39,6.21,10.65
200,bus,510.62,15.57,6.46,7.79
139,three_wheeler,510.84,62.3,2.82,10.38
134,bus,510.89,88.84,6.61,8.08
172,bus,511.09,72.86,1.96,7.29
24,car,511.15,69.75,3.46,11.63
196,car,511.45,195.75,2.42,8.51
120,two_wheeler,511.47,179.61,3.66,13.82
56,car,511.48,0.0,2.57,7.56
107,two_wheeler,511.58,181.04,6.21,10.65
200,bus,511.62,23.36,6.46,7.79
139,three_wheeler,511.84,72.68,2.82,10.38
134,bus,511.89,96.91,6.61,8.08
172,bus,512.09,80.15,1.96,7.29
24,car,512.15,81.38,3.46,11.63
120,two_wheeler,512.47,193.42,3.66,13.82
56,car,512.48,7.56,2.57,7.56
107,two_wheeler,512.58,191.69,6.21,10.65
200,bus,512.62,31.15,6.46,7.79
139,three_wheeler,512.84,83.07,2.82,10.38
134,bus,512.89,104.99,6.61,8.08
192,two_wheeler,512.9,0.0,6.14,12.57
172,bus,513.09,87.44,1.96,7.29
24,car,513.15,93.01,3.46,11.63
56,car,513.48,15.12,2.57,7.56
200,bus,513.62,38.93,6.46,7.79
139,three_wheeler,513.84,93.45,2.82,10.38
134,bus,513.89,113.06,6.61,8.08
